text,label,palavras tóxicas,palavras não tóxicas,palavras neutras,contagem tóxica,contagem não tóxica,contagem neutras,contagem de palavras,contagem de letras
o conceito era ser feio,0,1,1,1,5,5,5,5,23
"eu sou: 

  gay 
  htero 
  bi
  muito feio",1,1,1,1,7,7,7,7,43
se essa desgraa vier falar cmg de novo eu mando tomar no cu sem d,1,1,1,1,15,15,15,15,65
mano com a minha me tinhas levado uma puta que s paravas no hospital!,1,1,1,1,13,11,11,14,69
menino chato do carai viu,0,1,1,1,5,5,5,5,25
"delicia de cu , vontade de deixar todo arregaado",1,1,1,1,8,7,7,9,48
"""vamos falar srio agora""
ai eu falo sobre o pau do thor",1,1,1,1,12,10,10,12,55
"nunca fui, s se fosse pra chegar andando ou de skate",0,1,1,1,10,10,10,11,52
kkkkkkkkkkkkkkkkk pqp viu,0,1,1,1,3,3,3,3,25
puta merda. q povo escroto.,0,1,1,1,5,5,5,5,27
"boa tarde, eu t muito feliz",0,1,1,1,6,6,6,6,27
esperando meu irmo parar de jogar p limpar a sala  uma porra mesmo viu,0,1,1,1,14,14,14,14,70
caralho t muito alto akkakaks,0,1,1,1,4,4,4,5,29
"brasil que porra  essaaaaaa. vai deixar a repblica dominicana ganhar de virada?! meu pai
bora meninaaaaas. vlei feminino me mata",1,1,1,1,20,17,17,20,128
vsf como todo mundo simplesmente todo mundo consegue ser bonito e eu no?????????,0,1,1,1,12,12,12,13,80
FOI UM ARRASO VAI? E O RUI BOSTA NO FEZ FALTA E O PLANINHO DELE COM MILITANTES PETISTAS FOI POR GUA ABAIXO.PROIBIU POLICIAMENTO PR MILITNCIA PELEGA FICAR A VONTADE MAS OH! NO APARECERAM KKKKKKK,1,1,1,1,34,19,19,34,193
"sim manoooo, f pqp",1,1,1,1,4,3,3,4,18
",.Envio de nomes para as Correntes: umbanda.yorima.rj ou umbanda.yorima.rj2
Ateno: Por determinao do Mentor da casa, devemos responder a todos. Portanto s recebemos nomes para as correntes pelos e-mail's.",0,1,1,1,18,27,18,29,204
"mano tenho que pensar mais em mim, eu fao de tudo pra ver a galera feliz, e o povo no move uma palha p me ver bem aaa v",0,1,1,1,28,29,28,29,119
chama logo,0,1,1,1,2,2,2,2,10
com 21 anos eu no sou muito nova pra j estar vendo gente querida morrer toda hora?,0,1,1,1,16,16,16,17,82
"esquizo no mo, pfv chama de saco de lixo, qualquer coisa...",0,1,1,1,8,9,8,11,59
"hopper: este homem apesar de no parecer  um dos mais perigosos do mundo 

alexei:",0,1,1,1,11,12,11,14,81
"l casa de papel  bom demais, pqp",1,1,1,1,7,7,7,7,32
"mas n da p negar que o fandom do bts  muito, muito grande, estamos ate que bem...
#mpn #nowunited #uniters #mari",0,1,1,1,17,20,17,21,112
q porra  essa ?,1,1,1,1,4,4,4,4,15
"no tem grileiro, no tem fazendeiro, no tem invasor, a culpa  dos povos da floresta.",0,1,1,1,10,14,10,15,83
me mostra onde t o preo timo pq eu n vi ainda no,0,1,1,1,13,13,13,13,48
"falou o cara que copiou 

vamos vamos chape 
caza caza 
entre outros",0,1,1,1,8,12,8,12,68
twitter virou lugar de fiscal de dinheiro alheio. t chato j,0,1,1,1,11,11,11,11,59
kkkkkkk vtnc,1,1,1,1,2,2,2,2,12
tem um casal sapato no metr,1,1,1,1,5,6,5,6,27
"ontem fui de um date cult e tranquilo pra ir parar num bateco no centro, bebendo litro enquanto tocava funk rala cu ~auge~",1,1,1,1,22,16,16,23,122
isso  alguma piada do 7x1 que eu perdi?,0,1,1,1,6,7,6,8,39
"Como diz bob Marley: odiar sem conhecer  ter inveja e no admitir. Por isso digo sempre: quem comigo no vive, da minha vida no sabe nada",0,1,1,1,22,26,22,26,135
"vtnc, quando eu digo que sou amigo, eu sou mesmo... varias planos pique la casa de papel, ningum nos pega.",1,1,1,1,18,18,18,20,106
eu com a raquel,0,1,1,1,4,4,4,4,15
"O presidente do Santos ficou puto por que o BH queria vir jogar no flamengo, kkkkkkkk
No print que voc mandou, o presidente do Santos promete retaliao ao Bruno Henrique.
Kkkklllllkk",0,1,1,1,25,30,25,31,181
"HEI ANIMAL, SE ELE IMPLANTA-SE A PENA DE MORTE, O POVO BRASILEIRO DO BEM, IRIA SOLICITAR E EXIGIR QUE VC E SEU BANDO DE LADRES DA PTRIA, FOSSEM OS PRIMEIROS A SEREM ENFILEIRADOS NO PAREDO DA MORTE,  SEU BSTA!  Z CUCA DO CARALHO!",1,1,1,1,42,20,20,43,228
lava jato agoniza enquanto verdade de lula fica cada vez mais forte,0,1,1,1,12,12,12,12,67
"Estas empresas no respeitam usurios,  eles te oferecem produtos e te usam como produtos,  ou seja , se voc  um produto , tem q ser bem visto , para poder ser vendido a outros,  se voc no deve o padro eles encontram outro produto q siga .",0,1,1,1,38,46,38,47,237
"A turma que comeou esta tag acho que o  #STFVergonhaNacional porque quer julgar e afastar, muito justamente, Deltan. Essa gente gosta de ser burra? No entendem que esse cara prevaricou? 
 crime funcional, sujeito a condenao e pena. Vo estudar, bando de ignorantes.",1,1,1,1,41,33,33,42,264
"enquanto ouver lingua e dedo, no a puta que meta medo",1,1,1,1,11,8,8,11,53
t numa ressaca do caralho,0,1,1,1,5,5,5,5,25
droga,0,1,1,1,1,1,1,1,5
pegaram o bom senso e enfiaram no cu,1,1,1,1,7,7,6,8,36
a eu de curiosa fui atender e o macho tava pelado balanando o pau,1,1,1,1,14,13,13,14,65
nossa padre  que palavras fortes as tuas. aprendo muito com o sr. belo ensinamento o seu.,0,1,1,1,11,16,11,16,89
"ministro da educao sobre paulo freire: ""se fosse to bom, ia ter pelo menos mais um pas usando o mtodo dele""",0,1,1,1,17,20,17,21,107
"Um crente saudvel no  medido s pelo apetite dele pelo sobrenatural, mas pelo carter aprovado. Queria muito que as pessoas entendessem isso!",0,1,1,1,16,22,16,22,139
s em pensar que segunda feira vou ser obrigada a botar os meus ps na minha escola que s tem retardado olha...,1,1,1,1,21,21,21,22,109
eu sou muito apaixonada por esse vdeo e amo cada detalhe de josh beauchamp,0,1,1,1,13,13,13,14,74
"[3/8 12:19 PM] edu: acordei agoea mulher n me faz pergunta q exiga mais de 5 neuronios
[3/8 12:19 PM] edu: exija
[3/8 12:23 PM] : exiga
[3/8 12:23 PM] : JKDKSKSKNDNF
[3/8 12:23 PM] edu: vtnc",0,1,1,1,18,37,18,37,190
ernesto arajo literalmente falando senti frio no meu cu em roma e por isso no h aquecimento global,1,1,1,1,17,18,17,18,98
"eu no fao questo de ms porra nenhuma, f",1,1,1,1,9,9,9,9,39
ahhh que fofooo. eu quero,0,1,1,1,4,4,3,5,25
feio e vc kkkk,1,1,1,1,4,4,4,4,14
apoio,0,1,1,1,1,1,1,1,5
eu no consigo imaginar vc fazendo essas coisas por favor no faa isso cmg,0,1,1,1,14,14,14,14,72
pqp c chegou igual um armrio kkkkkkkkkkkj,1,1,1,1,6,6,5,7,41
Quando deu pau no meu HD era s depois de MT tempo de uso direto q dava tela azul e de vez em quando travava a imagem e o som,0,1,1,1,28,30,28,30,124
AAAAAA PORAAAAA  sapatao  emocionada mas quando gosta minha filha.......... olha esse casalzao amiga felicidades pra vocs,1,1,1,1,15,13,13,16,121
e vc seu vagabundo vai ser expulso do pas...,1,1,1,1,8,8,8,9,44
"#Intervozes | Uso de canais de comunicao pblica para propaganda e comunicao estatal  inconstitucional, apontam procuradores na ao.",0,1,1,1,10,17,10,18,130
"sapato: se conhece 
2 dias: se passam 

as sapato indo morar juntas:",1,1,1,1,10,8,8,12,68
"padre sendo padre s isso , no passa de um vagabundo",1,1,1,1,11,11,11,11,51
"finalmente hoje consegui fazer um feijo temperado boca de se fuder, obrigado pelos mimos canais de receita",1,1,1,1,17,17,17,17,106
sabado que vem neguinha vai ta me enchendono saco pra sair,1,1,1,1,11,10,10,11,58
"a bixa t beba essa hora da manh, indignada porque encaminhei meu udio pra ela  te amo sua linda",1,1,1,1,19,18,18,19,95
pirus meu piru bota reinier nessa desgraa,1,1,1,1,6,4,4,7,41
ah sujo ele era mas feio n kkkkjjk o gerard  1 amorzin,1,1,1,1,11,9,9,12,54
no aguento esse homem e perfeito demais aaaaaaa,0,1,1,1,8,7,7,8,47
"*to muito mal, vou chorar o dia inteiro*
meus amigos: a
eu:",0,1,1,1,10,11,10,12,59
parece uma lacraia,0,1,1,1,2,2,2,3,18
", mas passa.",0,1,1,1,2,2,2,3,12
meu deus eu espero q amanh de sol,0,1,1,1,8,8,8,8,33
meu cu karaio,1,1,1,1,2,2,2,3,13
vo tomar banho pq to loko ainda meu carai,1,1,1,1,9,8,8,9,41
no quero levar um choque ento no vou tentar,0,1,1,1,9,9,9,9,43
"como chamar a sua mina

(  ) oi amor
(  ) oi bebe
(x) mano",0,1,1,1,14,15,14,15,58
teve um que eu vi esses dias igualzinho tambm mas era uma amiga feia provavelmente com inveja da outra estar casando e ela nao,1,1,1,1,24,23,23,24,126
"hora do jogo do dia carai

vamo assistir #cblol",1,1,1,1,8,8,8,9,47
caga pau,1,1,1,1,2,2,2,2,8
"Parar de comprar verduras e legumes de grandes produtores... s comprar aqueles de pequenos, orgnicos... o brasileiro tem que comear a ser inteligente... chega de ser um povo burro, manipulvel e vtima... sempre cantou ""...sacudir a poeira..."" mas, vive choramingando!!!",0,1,1,1,27,38,27,40,268
kkkkkkkkkkkkkk caboca feia kkk,1,1,1,1,4,3,3,4,30
cad o juanfran carai?,1,1,1,1,3,3,3,4,21
"O amigo do meu v chegou aqui no porto e falou ""o pia vamo l"", at meu v tem amigos vindo chamar ele pra rol e eu aqui doente e limpando a casa kkkkkkkk",0,1,1,1,33,34,33,34,150
quemmm me conta,0,1,1,1,2,2,2,3,15
fala srio imagina s um lomotif nosso c um pagodin puta q pariu amei vamo casar,0,1,1,1,15,16,15,16,78
"migaaaaaa essa tua vergonha vai passar no dbito ou no crdito? pq n estou bem feio mais, ta horriveeelll kk",0,1,1,1,16,19,16,20,106
"eu vou rever essa porra toda de novo 
puta que saudade",0,1,1,1,11,11,11,11,54
"- nenhuma criana vira ""mulher"" por ter menstruado;
- no so apenas mulheres que menstruam;
- mulheres sem-teto tambm menstruam (uau), portanto devia ser obrigao oferecer absorvente gratuito assim como oferecem camisinha gratuita;

conscientize",0,1,1,1,24,33,24,34,242
"j me mandaram praticamente o mesmo texto outra vez e eu respondi com a maior educao, no q eu deva satisfao pra annimo no curious cat",0,1,1,1,23,25,22,26,132
"t dando q vai chover, e pra caralho",0,1,1,1,8,8,8,8,35
"sigo pedindo a deus fora e sabedoria, para tudo d certo.",0,1,1,1,10,11,10,11,56
pau que nasce torto nunca se endireita,1,1,1,1,6,6,5,7,38
o jungkook como poseidon  tudo pra mim sabe eu reli percy jackson imaginando ele como percy pqp s sofri,0,1,1,1,14,19,14,19,103
kkkkkkk pqp,0,1,1,1,2,2,2,2,11
maldita hora que comprei ingresso pra festa de hoje,0,1,1,1,9,9,9,9,51
"hoje tem estreia, pai vai amassar nessa porra",1,1,1,1,8,6,6,8,45
vocs so to perfeitos pqp,1,1,1,1,5,5,5,5,24
lugar de paz,0,1,1,1,3,3,3,3,12
"legal bm hj q eu t sozinha no museu ,resolve aparece excurso",0,1,1,1,8,11,8,12,60
voc t lindaaaa,0,1,1,1,2,2,2,3,14
"sa porra t doendo p krai, senhor",1,1,1,1,7,6,6,7,32
"brother, depois do show de ontem me afirmei sapato alm dos 100%, passou para 150% depois de ver a pocahontas",0,1,1,1,15,18,15,20,108
"minecraft  realmente um jogo que mudou mta coisa do cenario dos games e merece mt respeito, foi um puta jogo lendrio.",0,1,1,1,17,20,17,21,117
com certeza,0,1,1,1,2,2,2,2,11
"ano ou,vou fingir q essas bad no e comigo",1,1,1,1,9,8,8,9,41
dois palhaos  fazendo graa pra plateia em ponto de fica fudido na cama de um hospital,1,1,1,1,16,14,14,16,85
posso nem dormir nessa porra,1,1,1,1,5,5,5,5,28
perfil criado esse ms para atacar um jornalista. deve ser bot.,0,1,1,1,10,10,10,11,62
falta de cachaa.,0,1,1,1,2,2,2,3,16
no quero nem saber como vai ser amanh contra as dominicanas.,0,1,1,1,10,10,10,11,60
pqp que sono....,1,1,1,1,2,2,2,3,16
"cear tem as maiores prolas do brasil, e eu tenho como provar:",0,1,1,1,9,11,9,12,61
porra sim,0,1,1,1,2,2,2,2,9
paz pra noooooos porra,0,1,1,1,3,4,3,4,22
duvidoooo amasso filho,0,1,1,1,1,2,1,3,22
"mano eu tava pensando merda, mas era s uma perna mds",0,1,1,1,11,11,11,11,52
"isso pq vc  muito novo e provavelmente n soube o tamanho do futebol do gerson, pedro rocha e cereso.",0,1,1,1,16,18,16,19,100
"poderia acordar puto pq o vizinho t c som alto, mas acordei fui na janela e mandei ele aumentar pq era dilsinho q tava tocando",0,1,1,1,23,25,23,25,126
que puta sentimento lixo. quero sumir,0,1,1,1,6,6,6,6,37
meu pau no teu curso kkkkk trolada,1,1,1,1,6,6,6,7,34
caralho mal acordei e um gay j me irritou,1,1,1,1,8,8,8,9,41
eu juro q se eu pudesse voltar no tempo eu aproveitaria 1000x mais. pq puta sdd q eu tenho de tempos q no voltam mais,0,1,1,1,23,25,23,25,117
quem disse que uma gaja feia no pode ter lomotif,1,1,1,1,10,10,10,10,48
"o pet da draculaura (pesquisei pq fiquei confusa de ser a forma dela morcego)
a boneca preta da direita  custom n existe isso ai, fake news",1,1,1,1,25,20,19,26,139
"Rol do inferno ontem,briga,pinga,andar de ambulncia com os mano morrendo dentro dela num pt brabo,nos volta pro rol,bebe mais,volta pro hospital  expulso de l,volta pro rol,perde as coisas tudo,acha as coisa,fica rindo igual retardado um da cara do outro,quase morre dnv,fim",1,1,1,1,39,29,29,41,274
"isso  a amanda, por isso ela s pega feio",0,1,1,1,8,9,8,9,40
"O  foi claro ontem. O INPE cometeu uma srie de erros cruciais para o bom controle do desmatamento:
- Dados duplicados
- Falsos positivos
- Falhas de deteco em meses anteriores
Ou seja, o INPE estava fazendo um pssimo trabalho.",0,1,1,1,29,39,28,40,226
paulista,0,1,1,1,1,1,1,1,8
"EITAA! 
James Rodrguez fez um comentrio na foto de Cullar e olha s o que o volante do Flamengo respondeu! J pensou, torcedor rubro-negro?",0,1,1,1,17,22,17,24,137
queria um desse ctg kkk,0,1,1,1,5,5,5,5,23
essa internet da oi  um lixo,1,1,1,1,6,6,6,6,28
quem disse que gordinha nao pode postar foto assim?,0,1,1,1,8,9,8,9,51
"espero que algum responda por favor.
com exerccio qualquer pessoa pode cantar com uma voz bonita",0,1,1,1,15,16,15,16,96
t na hora de voltar mesmo kskskksks. vlw puto,0,1,1,1,8,9,8,9,45
caralho meu corao se despedaou,0,1,1,1,4,4,4,5,30
pqp vou assistir uma srie sbado chato pra caralho,0,1,1,1,9,9,9,9,49
eu comprei uma camiseta de friends e acho q nunca estive tao feliz,0,1,1,1,11,13,11,13,66
porra se tu for pagar me chama tambm,1,1,1,1,8,8,8,8,36
"aqui ta 12 
achava que tava mais frio, acho que como j passou do comecinho do inverno j me acostumei",0,1,1,1,17,19,17,20,100
"Com empates por 0 a 0 entre Brasilis e Amparo, e 1 a 1 entre Flamengo e Jabaquara, alm da vitria da Mauaense sobre o Guarulhos por 3 a 0 j realizados, confira os jogos da primeira rodada do Paulista Sub-20 Segunda Diviso.
#PaixoQueNoSeMede #EsseoMeuJogo #FutebolPaulista",0,1,1,1,32,45,32,46,270
"mano, sera que um dia algum vai me amar a esse ponto? kkkk no.",0,1,1,1,13,14,13,14,62
amigo voc  perfeito ok porra,1,1,1,1,5,5,5,5,28
mano deus me livre q nojo da porra,1,1,1,1,8,8,8,8,34
"porra, eu no sei os dias",1,1,1,1,6,6,6,6,24
tu achaaaaaa que ele acorda com o barulho do celular?? kkkk,0,1,1,1,9,11,9,11,59
estou no passo 4,0,1,1,1,4,4,4,4,16
kkkkkkkkkkkkkkkkk pqp,1,1,1,1,2,2,2,2,21
"Hino colorado ecoando no Beira Rio, ontem, diante do Nacional. O Inter volta  fase de quartas de final da Libertadores, onde esteve pela ltima vez em 2015.",0,1,1,1,17,25,17,27,155
"T rindo mt lembrando da minha mana Carol falando: ""e quando o beb nasce mirm que nossa barriga volta toda murcha igual cu de galinha..."" 
ela  pikkkk, morro de rir quando paro p conversar",1,1,1,1,34,27,27,34,187
"ai mano para com isso
sem condies
que dia que a gente no sai e num da tretinha?",0,1,1,1,17,17,17,18,79
"pensa num assunto intil, puta merda",1,1,1,1,6,6,6,6,35
"caralho j estamos em agosto, ms que vem eu e a meninas j vamos para porto velhor aaaaa",1,1,1,1,17,16,16,18,86
"quanta gordofobia vc conseguiu gerar nesse post, t feliz danilo?",0,1,1,1,6,9,6,10,64
tandara porra #voleinaglobo,1,1,1,1,3,3,3,3,27
no meu pior to sozinha sim e no melhor vou t tmb vsf,0,1,1,1,13,13,13,13,52
n consigo olhar para ele e n pensar q devia estar no top 10,0,1,1,1,14,14,14,14,59
eu nao aguento mais ver sapato com unha grande meu deus o que custaaaaaaaaaaaaaaaa,1,1,1,1,13,13,13,14,82
pqp parece muito,0,1,1,1,3,3,3,3,16
as mulheres jogaram muito vai se fuder,0,1,1,1,7,7,7,7,38
"tnc rapa, quem me dera se fosse pronta mrm",1,1,1,1,9,8,8,9,42
"fui apresentar a msica do cachorrinho fdp pra me, kkkk coitada da hanna",1,1,1,1,12,12,12,13,71
"to passando mal com esse calor, e  p piorar no almocei",0,1,1,1,10,10,9,11,54
"s faltou jogar flores, pqp.",1,1,1,1,5,4,4,5,27
"GILMAR MENDES no aceita ser investigado pela Receita.

LEWANDOWSKI mandou prender um crtico no aeroporto.

TOFFOLI inventa inqurito para censurar redes.

ALEXANDRE DE MORAES no quer ningum investigando o STF.

 A DITADURA DO JUDICIRIO!

Vamos aceitar?

#STFVergonhaNacional",0,1,1,1,21,37,21,37,273
"olha q eu j fui feia p aquela escola, mas hj eu me superei",1,1,1,1,14,14,14,14,58
"vc me tira a paz, parece uma droga que eu no me livro mais..",0,1,1,1,13,13,13,14,60
mano eu fao na medida do possvel o mais certo possvel isso que me deixa puto. mais fazer o que?!,0,1,1,1,19,19,18,20,96
voc sabe que eu te adoro.,0,1,1,1,5,5,5,6,25
"ignora o cara irmo, ele apesar de tudo ainda  uma criana. n sabe lidar direito com critica, o cara do exrcito foi mt babaca de todo jeito, o nicks s n se expressou bem, era mt presso em cima do mlk, um pas inteiro, s de ele chegar la j deveria ter sido timo.",1,1,1,1,52,50,49,54,258
"op linda tens que rapar o cabelo urgente, queres fazer isso h mt tempo portanto avana, depois deixas crescer a  Omg thank you!! Se rapar h de ser na primavera para o couro cabeludo se habituar ao sol antes do vero (mesmo us",0,1,1,1,30,42,30,43,223
"Vai toma no cu desse povo que posta isso mano, queria ver como que a pessoa que postou ficaria se a me dele morresse",1,1,1,1,23,23,23,24,116
porra t foda kkkk,1,1,1,1,4,4,4,4,17
kkkkkkkkkkkkkkkkkkk a vida tem dessas a bixa era gata no ia negar,1,1,1,1,11,12,11,12,65
"parei de assistir l pelos 25min por causa de uma cena q achei ridicula... e pelo q meu namorado falou dessa cena ai de explodirem o cara, s piorou...",0,1,1,1,25,28,25,29,149
gh  muito carente de manh cedo me ligando pqp,1,1,1,1,8,8,8,9,45
coisa feia,1,1,1,1,2,2,2,2,10
a ultima foto to mt boiola,1,1,1,1,6,6,6,6,26
vera magalhes lixo de merda petista sem crebro militonta !!!,1,1,1,1,9,7,7,10,60
cheguei do trampo todo molhando tnc,0,1,1,1,5,6,5,6,35
"No twitter: lutei por incluso, time de negros e operrios, anti racismo e discriminao.
No estdio: tu s time de otrio e cuzao, puta, viado e ladro. 

No existe torcida mais lixo e hipcrita que a do Vasco da Gama.",1,1,1,1,39,29,29,40,210
minha buceta ranha tipo caranguejo,1,1,1,1,4,2,2,5,34
"eu ia fazer meu cabelo,  mas com essa chuva nem rola",0,1,1,1,11,11,11,11,52
"a caralho, que ressaca que eu t",1,1,1,1,7,7,7,7,31
s aconteceu uma ss e eu j to exausta s de ver gringo privilegiado falando merda de fs internacionais reclamando e expondo injustias,0,1,1,1,20,23,20,23,131
vou inscrever um squad brabo nessa pro league,0,1,1,1,6,7,6,8,45
"cabea explodindo, pqp",0,1,1,1,2,3,2,3,21
essa cena me faz chorar!,0,1,1,1,4,4,4,5,24
"tomar no cu, minha me  um caraio",1,1,1,1,7,7,7,7,32
essa srie tem a verso feminina do bolsonaro,0,1,1,1,7,8,7,8,43
porra o mlk do 3  muito lindo,1,1,1,1,7,7,7,7,29
com certeza viado,1,1,1,1,3,3,3,3,17
uma parceira dessa,0,1,1,1,3,3,3,3,18
"pretinha  m esperta querendo q eu busco ela na raia ,ta chovendo pra crc",0,1,1,1,13,13,13,14,72
cara srio eu no tenho mais pacincia nenhuma pra militncia que gente chata do caralho,1,1,1,1,15,15,15,15,84
"se voc entra numa universidade federal, voc s vai esquecer seu cpf em caso de alzheimer, caso contrrio.... nunca mais porque l se usa pra TUDO",0,1,1,1,23,26,23,26,142
porra chovendo e essa caroada do caralho veio fazer o que na rua meu deus?? que tanto que pergunta preo e n leva nada  esse...........,1,1,1,1,24,22,22,25,134
nessa tu se f....eu. a maconha ta te deixando lesado. passa vergonha ai babaca.,1,1,1,1,14,12,12,14,79
agr tenho q tirar um curso de engenharia pra partir uma puta dum ovo,1,1,1,1,14,14,14,14,68
"amiga, quer saber, quero no kkkkkkkkkkk
eu tinha at falado com c no whats 
mas eu tenho que arrumar a casa, tem boi nao",0,1,1,1,22,24,22,24,119
puta merda finalmente achei o spiderverse legendado filha da puta,1,1,1,1,10,8,8,10,65
enfia no cu saporra kkkkkkkkkk,1,1,1,1,5,5,5,5,30
assisti ao jogo brasil 1x0 vitria. no foi possvel identificar qual foi o time mais feio. pqp.,1,1,1,1,17,15,15,17,93
caramba eu quero,0,1,1,1,3,2,2,3,16
"Mto complicado quando vc para pra pensar se vc realmente se acha feio ou vc se acha feio pq viu alguem flnd q algo q vc tem eh feio, as vezes a gente nem lembra de onde saiu essas ideias sabe?  mto complicado issooooo",0,1,1,1,42,42,41,44,217
"estudante de escola publica se voce nao esta estudando para o pas entao VA AGORAAAAA SEU ARROMBADOOOOOOO BORA OCUPAR AQUELE CARAIO

estudante do marista sei la fodase vai tomar no cu",1,1,1,1,31,24,24,31,182
saudades desse rol aleatrio,0,1,1,1,4,4,4,4,27
pensando seriamente em ir comprar chocolate,0,1,1,1,4,6,4,6,43
"final da libertadores, brasil x argentina j to at vendo",0,1,1,1,8,10,8,10,55
VEI EU SOU MTO BURRO KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK TO MORRENDO DE RIR AGORA,0,1,1,1,6,10,6,11,132
Feliz finde!,0,1,1,1,1,1,1,2,12
"acho que rola hein, pq maioria do pessoal acha correto",0,1,1,1,10,9,9,10,54
kkkkkkkkkkkkk idntico mano,0,1,1,1,2,3,2,3,26
nunca vi uma coisa to feia,1,1,1,1,6,6,6,6,26
pau quebrando na alma,0,1,1,1,3,4,3,4,21
e desde quando ele tem pau,0,1,1,1,6,6,6,6,26
"caralho.
comecei a chorar",0,1,1,1,4,4,4,4,25
eu vou passar o dia inteiro ouvindo as conversas inteligentes de vocs sim,0,1,1,1,12,13,12,13,73
"""mimimi n faz nada"" a porra me deixa paz cu do capeta",1,1,1,1,11,10,10,12,53
prximo role eu no vou mais gritar igual um desgraado,1,1,1,1,10,10,10,10,52
sou apaixonada,0,1,1,1,2,2,2,2,14
pqp que homem gostosoooooooooo,1,1,1,1,3,3,3,4,30
kkkkkkkkkkkk tnc kkkkkkkk,1,1,1,1,3,3,3,3,25
n vou negar que queria,0,1,1,1,4,5,4,5,22
"Qdo tinha q ganhar no ganhou, jogou mal e ainda foi expulso por agresso e o povo s falou no soco q o Neymar deu no torcedor babaca.",1,1,1,1,27,28,27,28,131
trs gua pra mim kkkkkk,0,1,1,1,5,5,5,5,22
vai tomar no c odeio minha  vida porra tmlc,1,1,1,1,9,8,8,9,43
"Mas no me impressiono, ainda mais vindo do EXAME, um site no qual elegeu Haddad e disse que o mesmo ganharia com certeza 99,4% de chances, enfim kkkkkkkkkkkkkkkkkkkkkkkk perdi feio",0,1,1,1,25,30,25,30,180
"tipo vcs so burgueses tiveram mil privilgios por cor e herana familiar, tipo vo se fude meritocracia o caralho",1,1,1,1,19,17,17,19,110
"eu t engordando numa facilidade, que remdio fdp",1,1,1,1,8,6,6,8,47
"""Alertas do Inpe indicam alta de 40% em desmate na Amaznia"" O que so esses alertas, quais so? O que eles realmente indicam? E os falsos positivos, qual a porcentagem? Que mtrica  usada para definir um alerta? Algum cientista por aqui para responder?",0,1,1,1,29,41,29,43,249
pau na tcheca da novinha,1,1,1,1,5,4,4,5,24
"Greenwald  odiado pelos americanos patriotas.5 motivos
1-Defendeu Saddam
2-Acusou Obama de matar muslims inocentes
3-Defendeu o Operador da ALQaeda Awaki
4-Afirmou que quem usa a palavraTerrorista  racista
5-Vazou informaes confidenciais",0,1,1,1,13,28,13,30,237
vou marca com as manas pra mais tarde rola a pizza,0,1,1,1,11,11,11,11,50
"Esse FDP acha q todos so idiotas? Canalha, sujo, mentiroso. Esses ministros do STF criam o caos jurdico, atrapalham o governo e pensam que no estamos vendo o que eles fazem. A culpa  do STF e Rasgaram a constituio. Eles ameaam a democracia. #NasRuasContraSTF",1,1,1,1,43,34,33,44,258
"mas eu t no underlords irmo, dei um pau no bot ontem",0,1,1,1,11,12,11,12,52
bglh  enfiar todas as expectativas no cu e viver suave,1,1,1,1,9,10,9,10,54
eu me sinto muito estranha com conhecidos do lado porque eu sou emocionada jahah hj eu vou at levar uns lencinhos pq vai que,0,1,1,1,22,24,22,24,124
fonte: vozes na minha cabea,0,1,1,1,5,4,4,5,27
eu todo dia p,0,1,1,1,4,4,4,4,13
to imaginando a cara dos meninos lendo as cartinhas e pqp... nao da p mim,1,1,1,1,15,14,14,15,73
"eu estarei l nos dois prximos sbados.
mas deixa de tomar gol no fim dos jogos, porra!",0,1,1,1,15,17,15,17,85
"no importa se ela  puta a muito tempo, ela  puta mais tbm tem sentimentoooo",1,1,1,1,13,13,13,14,75
"vou aproveitar o resto de sexta feira, que a metade eu j pedir kkkk",0,1,1,1,13,14,13,14,67
"no acho a violncia uma maneira certa p se responder qualquer atitude, mas irmo, fogo nos racista caraio!!!!!!!!",1,1,1,1,17,16,16,18,111
"Exposition 
A MINHA CASA  A TUA CASA
Imagens do Domstico e do Urbano na Coleo de Serralves  
Ponte de Lima 
Jusquau 29.09.2019",0,1,1,1,11,20,11,22,126
o canalha morre mentindo,1,1,1,1,4,2,2,4,24
As garotas aqui do escritrio viram aquele tt do bolo de morango e decidiram comprar um parecido hj kkkk eu tenho o melhor trabalho do mundo! Obrigado Deus,0,1,1,1,25,28,25,28,154
ta faltando algo a mais em mim   acho que  as tatuagens que eu nao fiz ainda.,0,1,1,1,15,16,15,16,77
eu nem pensei antes de mandar pqp burra mesmo ne veikkkkkkkkk,0,1,1,1,10,10,10,11,61
a bicha se decide logo pq t frio demais pra eu sair pra nada,1,1,1,1,14,14,14,14,60
me chamou de corna cancela eu sendo boiola no tweet,1,1,1,1,10,9,9,10,51
mano deve ser mt pica conseguir fazer essas paradas caralho mlk,1,1,1,1,11,11,11,11,63
nossa meu minha aliana j t toda via feia,0,1,1,1,9,9,9,9,40
dio que eu tenho  de quem acorda primeiro que eu pqp aaaaaa,0,1,1,1,12,12,12,12,59
"ah coe mano, trair a mulher com um viado??????????????????????? coe coe",1,1,1,1,11,7,7,11,71
"""jovens, est na hora de vocs se revoltarem!""  #flipop #pausanaflipop",0,1,1,1,6,8,6,10,68
"s um rol no shopping hoje, comprar uns tnis novo pq t fd",0,1,1,1,12,12,12,13,56
